Unnamed: 0,id,prompt,url,width,height,source_site,similarity
177055,31d1cdf6-4eb4-4aef-bc78-59a8bf9aecb9,Clothe plant,https://image.lexica.art/full_jpg/31d1cdf6-4eb4-4aef-bc78-59a8bf9aecb9,512,768,lexica.art,0.2744229137897491
439308,7b96b658-8dd7-4ca9-a958-89033f36df54,"bitcoin as a robot, hd, super strength",https://image.lexica.art/full_jpg/7b96b658-8dd7-4ca9-a958-89033f36df54,512,768,lexica.art,0.2744227647781372
227796,40129ea5-d1fd-41d7-b363-2da2c742be9a,"flat vector design, minimal, simple bold circular logo in blue, black, white colors, cybernetic wave, fluid, geometric, symmetry",https://image.lexica.art/full_jpg/40129ea5-d1fd-41d7-b363-2da2c742be9a,512,576,lexica.art,0.2744224071502685
654407,b845952c-b001-4683-bc86-aabd92a57a23,"intersecting vertical timelines, abstract, top-down, illustration, high contrast, background, grayscale, studio ghibli",https://image.lexica.art/full_jpg/b845952c-b001-4683-bc86-aabd92a57a23,768,512,lexica.art,0.2744222581386566
848099,eef0d1d6-5058-4780-b40a-f142f8a93bd8,"Middleton Brush comes in all popular formats. Language support includes Western, Central and Eastern European character sets, as well as Baltic, Esperanto, Maltese, Turkish, and Celtic/Welsh languages.",https://image.lexica.art/full_jpg/eef0d1d6-5058-4780-b40a-f142f8a93bd8,512,768,lexica.art,0.2744221687316894
371508,687c91c9-fedd-4364-9bb7-77e854e96355,"RADIO GERI TEXT

Enhanced Prompt: 'A vintage radio with a digital display showing ""GERI TEXT"" sits on a table against the backdrop of the Eiffel Tower at sunset. The scene is bathed in warm, golden light, creating a nostalgic and serene atmosphere. The radio has a classic design with multiple dials and a small antenna on top. The background features a clear sky with soft clouds, and the Eiffel Tower stands tall in the distance, adding a touch of Parisian charm to the setting.'",https://image.lexica.art/full_jpg/687c91c9-fedd-4364-9bb7-77e854e96355,768,512,lexica.art,0.274422138929367
610034,abc66750-2a4f-4ccb-bda2-88c1983acc02,"realistic detailed image of a 3D render of a Trip to mars, poles nuclear, countdown clock, dreamy, dreampop, calmed",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/abc66750-2a4f-4ccb-bda2-88c1983acc02.png,896,896,stablediffusionweb.com,0.2744216322898865
581484,a3ca775d-5092-44a1-88af-6aa0bdfaa1e6,"square, Ios app icon design,skeuomorphic, tv",https://image.lexica.art/full_jpg/a3ca775d-5092-44a1-88af-6aa0bdfaa1e6,768,512,lexica.art,0.2744211852550506
677406,beca7ef9-8f1d-4c4c-ba16-0a0468ab758e,"logo with word Scoma, white background",https://image.lexica.art/full_jpg/beca7ef9-8f1d-4c4c-ba16-0a0468ab758e,512,768,lexica.art,0.2744210064411163
428884,78a605f7-d7ea-477e-8fb0-bf279d92fe0f,minecraft,https://image.lexica.art/full_jpg/78a605f7-d7ea-477e-8fb0-bf279d92fe0f,640,640,lexica.art,0.2744208872318268
887344,fa17e38c-330c-4340-8aa3-0b36b941902b,"future world on tree and frish

Enhanced Prompt: 'A futuristic tree with lush green foliage growing in a circular, surreal landscape. The sky is a vibrant blue with soft, fluffy clouds. The tree has a modern, almost mechanical appearance with clean lines and a metallic sheen. The scene is bathed in warm, golden sunlight, creating a serene yet otherworldly atmosphere. The background features a mix of futuristic structures and natural elements, blending technology with nature seamlessly.'",https://image.lexica.art/full_jpg/fa17e38c-330c-4340-8aa3-0b36b941902b,512,768,lexica.art,0.2744206190109253
479021,86cc8935-5254-4a5b-955d-e9d164400adf,"three friends returning from office, painting comic style",https://image.lexica.art/full_jpg/86cc8935-5254-4a5b-955d-e9d164400adf,512,768,lexica.art,0.2744198441505432
637498,b377c1c0-84f0-44ea-b366-4f64e60ea02a,la montre du futur en mode hyper realiste qui ressemble à une lamborghini 4k uhd style bell & ross mais imaginée par mercedes,https://image.lexica.art/full_jpg/b377c1c0-84f0-44ea-b366-4f64e60ea02a,512,768,lexica.art,0.274419367313385
836427,ebb033bc-db20-42bc-8f9a-025293ecd9a6,"cutest cat ever, short, big brown eyes, brown cat, fluffy",https://image.lexica.art/full_jpg/ebb033bc-db20-42bc-8f9a-025293ecd9a6,512,768,lexica.art,0.2744191288948059
719813,cab1ec5d-d256-4b72-ba8c-9f3758284fe6,yo yo kusama sculpture,https://image.lexica.art/full_jpg/cab1ec5d-d256-4b72-ba8c-9f3758284fe6,512,768,lexica.art,0.2744186222553253
766953,d80f3eb4-f924-4fdf-b7c3-616d2111b1b4,"cover of a  Book of Shadows themed notebook. Include elements such as a book of shadows, candles, crystals, and other magical items. Use colors and fonts that reflect the witchy theme and create a cohesive and atmospheric design. You can also include illustrations or photographs of nature or other elements that are associated with the theme., hyper realistic, intricate detail",https://image.lexica.art/full_jpg/d80f3eb4-f924-4fdf-b7c3-616d2111b1b4,1536,1024,lexica.art,0.2744183838367462
165641,2e9a1e85-01de-4005-a64b-70a66f7d95ae,Pope Benedict go to god,https://image.lexica.art/full_jpg/2e9a1e85-01de-4005-a64b-70a66f7d95ae,512,768,lexica.art,0.274418294429779
166883,2ef25090-9386-4eb2-8f8d-5dfa04c6f1fa,Portret de femeie,https://image.lexica.art/full_jpg/2ef25090-9386-4eb2-8f8d-5dfa04c6f1fa,512,768,lexica.art,0.2744182348251343
903143,fe9cfa06-c3e8-4554-925f-5624ebc5ae1f,portrait of a warhammer,https://image.lexica.art/full_jpg/fe9cfa06-c3e8-4554-925f-5624ebc5ae1f,512,768,lexica.art,0.2744178175926208
588130,a5a56521-e0a4-475c-a1bf-4c07499ab404,explorer with an axolotl inside the space with a psychedelic background,https://image.lexica.art/full_jpg/a5a56521-e0a4-475c-a1bf-4c07499ab404,768,512,lexica.art,0.2744176387786865
125777,235d8e93-452d-42f0-af01-5d325b1af2db,"On the coast under the setting sun, there are many many crystal clear pebbles near, there are waves far away",https://image.lexica.art/full_jpg/235d8e93-452d-42f0-af01-5d325b1af2db,512,768,lexica.art,0.2744172811508178
112237,1f92dba2-8ede-4360-8fcc-0ad0d16efe74,"beautiful sagitarius girl, full body, hyper detailed painting, style of laurie greasley, studio ghibli, akira toriyama, 4k, vibrant colors, devinart, trending on artstation, low details",https://image.lexica.art/full_jpg/1f92dba2-8ede-4360-8fcc-0ad0d16efe74,512,768,lexica.art,0.2744172811508178
856834,f16e492c-100e-47d5-b487-f0fc9a88add0,Dog chases tail; cat watches with disdain.,https://image.lexica.art/full_jpg/f16e492c-100e-47d5-b487-f0fc9a88add0,512,768,lexica.art,0.2744171917438507
511693,9008c8ee-b7da-4a12-9903-c0beb6f88f9b,"King of Man

Enhanced Prompt: A regal portrait of a man wearing a golden crown and a red sash, standing confidently with arms crossed against a luxurious gold background. The setting is opulent, with intricate details and warm lighting that highlights the subject's authoritative presence. The mood is majestic and commanding, evoking a sense of power and nobility.",https://image.lexica.art/full_jpg/9008c8ee-b7da-4a12-9903-c0beb6f88f9b,512,768,lexica.art,0.2744171321392059
727451,ccdf9717-655e-4741-a1a0-f9925f33e4d2,portrait of a horse with a knife,https://image.lexica.art/full_jpg/ccdf9717-655e-4741-a1a0-f9925f33e4d2,512,576,lexica.art,0.2744171023368835
2061,008faab3-0191-4648-8a94-254ce013caa0,"Green tractor plowing field on autumn, view from drone",https://image.lexica.art/full_jpg/008faab3-0191-4648-8a94-254ce013caa0,1536,1024,lexica.art,0.2744170427322387
802008,e1d9b2f0-de42-44be-a7f3-6eea027bd89b,Community organizer working for social justice,https://image.lexica.art/full_jpg/e1d9b2f0-de42-44be-a7f3-6eea027bd89b,512,768,lexica.art,0.2744169235229492
887575,fa2559ab-a3c2-4627-aa99-31690b962bde,scenic jesus,https://image.lexica.art/full_jpg/fa2559ab-a3c2-4627-aa99-31690b962bde,512,768,lexica.art,0.2744167149066925
73260,149c62e7-e159-41bb-a0f2-b9048c976166,"Stapler, dark gray color, metallic finish, modern design,
compact size, easy to use, 20-sheet stapling capacity, high capacity staple magazine, non-slip base,
adjustable stapling guide, easy to use on/off switch,
low Staple and Staple Indicator Light, manufacturer's lifetime warranty",https://image.lexica.art/full_jpg/149c62e7-e159-41bb-a0f2-b9048c976166,512,768,lexica.art,0.2744164168834686
761373,d6775fe5-aeca-4e28-8a5c-42df8959b591,"Subtle, neutral-colored line and shapes, graphic design",https://image.lexica.art/full_jpg/d6775fe5-aeca-4e28-8a5c-42df8959b591,512,768,lexica.art,0.2744162678718567
532308,95ea318d-74e7-418b-8c55-8b85a188e118,draw my portrait blowing a horn,https://image.lexica.art/full_jpg/95ea318d-74e7-418b-8c55-8b85a188e118,512,768,lexica.art,0.2744162678718567
132828,25690dcd-9250-441c-8870-b8d0a1ab801d,"living barbie doll peignoir, mid-century modern home, kodachrome, angle from above, part by Craig Mullins, part by victo ngai, oil on canvas,",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/25690dcd-9250-441c-8870-b8d0a1ab801d.png,512,768,stablediffusionweb.com,0.2744157314300537
396784,6f8d0ad9-39ab-4809-8d66-5b013f52ad36,"a dangerous humanoid entity made of ferrofluid, HD PBR render.",https://image.lexica.art/full_jpg/6f8d0ad9-39ab-4809-8d66-5b013f52ad36,640,640,lexica.art,0.2744154930114746
126786,23a66950-6808-4277-bc56-df3349586093,"pinterest beautiful female feet, natural photo, people like it, perfect feet",https://image.lexica.art/full_jpg/23a66950-6808-4277-bc56-df3349586093,512,768,lexica.art,0.274415373802185
189791,35625622-f23e-46fe-809b-2ded936f8ad6,firewheel alpha,https://image.lexica.art/full_jpg/35625622-f23e-46fe-809b-2ded936f8ad6,512,768,lexica.art,0.2744151651859283
30073,0868b21a-598d-44b0-9d5a-4d5077adf4f0,abstract art picasso,https://image.lexica.art/full_jpg/0868b21a-598d-44b0-9d5a-4d5077adf4f0,512,768,lexica.art,0.2744149267673492
17829,04ffb3a6-2ea6-4ddc-9958-84cc88aa49cc,"masterpiece, highest resolution, by akio watanabe, manga art, pale colors, peonframe, drop shadow, mockup, people, decorations, bordery flower, wall painting",https://image.lexica.art/full_jpg/04ffb3a6-2ea6-4ddc-9958-84cc88aa49cc,512,768,lexica.art,0.2744147181510925
795554,e010f46d-4149-4241-ac27-c78ac331d353,A barbarian riding a Smilodon by Luis Royo,https://image.lexica.art/full_jpg/e010f46d-4149-4241-ac27-c78ac331d353,512,768,lexica.art,0.274414449930191
697651,c473b6f4-c560-4da6-8ef2-63ca1eaa4097,"portrait of a full body of beautiful young female secretary, d & d, sleeveless turtleneck, pencil miniskirt, stockings, fantasy, flat lighting, intricate, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by simon bisley and greg rutkowski and alphonse mucha, natural tpose",https://image.lexica.art/full_jpg/c473b6f4-c560-4da6-8ef2-63ca1eaa4097,512,768,lexica.art,0.274413913488388
838941,ec5e95f0-6286-4def-9a4c-f14d93c27d43,fractal imagin with buldings,https://image.lexica.art/full_jpg/ec5e95f0-6286-4def-9a4c-f14d93c27d43,512,768,lexica.art,0.2744137644767761
731623,ce0d408f-82aa-49ad-bfbe-8a629ce9a3d8,"Man, bronze skin, white hair, white robe dipped in blood,",https://image.lexica.art/full_jpg/ce0d408f-82aa-49ad-bfbe-8a629ce9a3d8,512,768,lexica.art,0.2744136452674866
750165,d355a6fb-bcdd-4691-985a-40335c3749bf,"an gold medal recognition with ribbon, orange color tones background, stylized digital illustration video game icon artstation",https://image.lexica.art/full_jpg/d355a6fb-bcdd-4691-985a-40335c3749bf,640,640,lexica.art,0.2744131684303283
