Unnamed: 0,id,prompt,url,width,height,source_site,similarity
766953,d80f3eb4-f924-4fdf-b7c3-616d2111b1b4,"'cover of a Book of Shadows themed notebook. Include elements such as a book of shadows, candles, crystals, and other magical items. Use colors and fonts that reflect the witchy theme and create a cohesive and atmospheric design. You can also include illustrations or photographs of nature or other elements that are associated with the theme., hyper realistic, intricate detail'",https://image.lexica.art/full_jpg/d80f3eb4-f924-4fdf-b7c3-616d2111b1b4,1536,1024,lexica.art,0.2744183838367462
511693,9008c8ee-b7da-4a12-9903-c0beb6f88f9b,"'A regal portrait of a king wearing a golden crown and a red sash, standing with arms crossed against a luxurious golden background. The image is rendered in a realistic style with intricate details and warm lighting, evoking a sense of grandeur and authority.'",https://image.lexica.art/full_jpg/9008c8ee-b7da-4a12-9903-c0beb6f88f9b,512,768,lexica.art,0.2744171321392059
802008,e1d9b2f0-de42-44be-a7f3-6eea027bd89b,"'A community organizer working for social justice, wearing a suit and tie, standing against a vibrant cityscape backdrop with warm sunlight illuminating the scene. The poster features bold typography and a professional yet approachable tone.'",https://image.lexica.art/full_jpg/e1d9b2f0-de42-44be-a7f3-6eea027bd89b,512,768,lexica.art,0.2744169235229492
73260,149c62e7-e159-41bb-a0f2-b9048c976166,"'dark gray stapler with metallic finish, modern design, compact size, easy to use, 20-sheet stapling capacity, high capacity staple magazine, non-slip base, adjustable stapling guide, easy to use on/off switch, low Staple and Staple Indicator Light, manufacturer's lifetime warranty'",https://image.lexica.art/full_jpg/149c62e7-e159-41bb-a0f2-b9048c976166,512,768,lexica.art,0.2744164168834686
697651,c473b6f4-c560-4da6-8ef2-63ca1eaa4097,"'full body portrait of a beautiful young female secretary, d & d, sleeveless turtleneck, pencil miniskirt, stockings, fantasy, flat lighting, intricate, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by simon bisley and greg rutkowski and alphonse mucha, natural",https://image.lexica.art/full_jpg/c473b6f4-c560-4da6-8ef2-63ca1eaa4097,512,768,lexica.art,0.274413913488388
344975,60fac51d-5744-4ba2-9cce-c3c099330266,"'a red old man trying to sell a portrait, cheering crowd, in an old city square, in the style of beksinski, parts by edward hopper, parts by rodcenko, parts by yue minjun, intricate and epic composition, red by caravaggio, insanely quality, highly detailed, masterpiece, red light, artstation,",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/60fac51d-5744-4ba2-9cce-c3c099330266.png,768,512,stablediffusionweb.com,0.2744118571281433
49857,0dfade5a-92a1-467f-b47c-ab1fddfc34fc,"'portrait of a young jaguar warrior, street pic, depth of field, zeiss lens, detailed, symmetrical, centered, fashion photoshoot, b & w, by frank miller, jim jarmusch, moebius, breathtaking, 8 k resolution, extremely detailed, beautiful, establishing shot, artistic, hyperrealistic, beautiful face,",https://image.lexica.art/full_jpg/0dfade5a-92a1-467f-b47c-ab1fddfc34fc,512,768,lexica.art,0.2744115889072418
654211,b8374b65-5a7d-41d1-bc27-07967bb1c3a1,"'an astronaut in a garden on a spring day, by martine johanna and simon stalenhag and chie yoshii and casey weldon and wlop : : ornate, dynamic, particulate, rich colors, intricate, elegant, highly detailed, harper's bazaar art, fashion magazine, smooth, sharp focus,",https://image.lexica.art/full_jpg/b8374b65-5a7d-41d1-bc27-07967bb1c3a1,512,768,lexica.art,0.2744112908840179
617945,ae0522ce-3b65-4fc6-a43d-d846798e8afd,"'Yoo Yoonjin as a cute elven girl with long braided hair adorned with a green leaf, wearing a traditional elven outfit with intricate embroidery, set against a warm, glowing lantern-lit background, soft lighting creating a magical and enchanting atmosphere.'",https://image.lexica.art/full_jpg/ae0522ce-3b65-4fc6-a43d-d846798e8afd,512,768,lexica.art,0.2744075059890747
127920,23fab1f8-f1da-4634-9a43-e63453f7c4a5,'Paint a picture showing 5 planets. First planet is with zodiac star sign Sagittarius incorporated. Second planet a moon with Scorpio incorporated. Third planet a Ascendant with Gemini incorporated. Fourth planet a chinese snake incorporated. And fifth planet with the element fire as symbol incorporated',https://image.lexica.art/full_jpg/23fab1f8-f1da-4634-9a43-e63453f7c4a5,640,640,lexica.art,0.2744048833847046
